dbo:Person;;;<A> has how many relatives?;SELECT DISTINCT COUNT(?uri) where { <A> <http://dbpedia.org/property/relatives> ?uri };select distinct ?a where { ?a <http://dbpedia.org/property/relatives> ?uri };0823c2c40ec44ed38548274caa96984d
dbo:Person;dbo:Person;;In which country did <B> and <A> die?;SELECT DISTINCT ?uri where { <B> <http://dbpedia.org/property/placeOfDeath> ?uri . <A> <http://dbpedia.org/property/placeOfDeath> ?uri };select distinct ?a, ?b where { ?b <http://dbpedia.org/property/placeOfDeath> ?uri . ?a <http://dbpedia.org/property/placeOfDeath> ?uri };be2d43507d27490580cef0ab4aca9355
dbo:Person;;;In which state does the university which is the alma mater of <A> lie?;SELECT DISTINCT ?uri where { <A> <http://dbpedia.org/property/almaMater> ?x . ?x <http://dbpedia.org/property/state> ?uri . ?x a <http://dbpedia.org/ontology/University> };select distinct ?a where { ?a <http://dbpedia.org/property/almaMater> ?x . ?x <http://dbpedia.org/property/state> ?uri . ?x a <http://dbpedia.org/ontology/University> };a8f9d6667ed44a89b9be3cf80a8d24c6
dbo:Person;dbo:Person;;In which university did <B> study, where <A> went too?;SELECT DISTINCT ?uri where { <B> <http://dbpedia.org/ontology/almaMater> ?uri . <A> <http://dbpedia.org/ontology/almaMater> ?uri };select distinct ?a, ?b where { ?b <http://dbpedia.org/ontology/almaMater> ?uri . ?a <http://dbpedia.org/ontology/almaMater> ?uri };930ba27955d9475587dbbb75ffcae399
dbo:Person;;;Is <A> buried in the <B>?;ASK where { <A> <http://dbpedia.org/property/placeofburial> <B> };select distinct ?a, ?b where { ?a <http://dbpedia.org/property/placeofburial> ?b };0f64ebf1ec944faa999a799ae051e373
;dbo:Person;;Is <B> buried in <A>?;ASK where { <B> <http://dbpedia.org/property/placeofburial> <A> };select distinct ?a, ?b where { ?b <http://dbpedia.org/property/placeofburial> ?a };1604b4deca8f4b089da3546474871043
dbo:Person;;;List all the children of <A>?;SELECT DISTINCT ?uri where { <A> <http://dbpedia.org/property/children> ?uri };select distinct ?a where { ?a <http://dbpedia.org/property/children> ?uri };7c78f74e4f404592838f82e9d563e6e0
dbo:Person;;;List down all notable works of <A> ?;SELECT DISTINCT ?uri where { <A> <http://dbpedia.org/ontology/notableWork> ?uri };select distinct ?a where { ?a <http://dbpedia.org/ontology/notableWork> ?uri };89de2e9950be4d148cceb0f13606223d
dbo:Person;;;List the affiliation of <A> ?;SELECT DISTINCT ?uri where { <A> <http://dbpedia.org/ontology/affiliation> ?uri };select distinct ?a where { ?a <http://dbpedia.org/ontology/affiliation> ?uri };b45a5663ebe3439a9c8032edaa8750b3
dbo:Person;;;List the affiliations of <A> ?;SELECT DISTINCT ?uri where { <A> <http://dbpedia.org/property/affiliations> ?uri };select distinct ?a where { ?a <http://dbpedia.org/property/affiliations> ?uri };605df0ddfb63418781e9a290359006e5
dbo:Person;;;List the alma mater of the person who is wedded to <A>.;SELECT DISTINCT ?uri where { ?x <http://dbpedia.org/ontology/spouse> <A> . ?x <http://dbpedia.org/property/almaMater> ?uri };select distinct ?a where { ?x <http://dbpedia.org/ontology/spouse> ?a . ?x <http://dbpedia.org/property/almaMater> ?uri };888a87ee40884a92bb779b4a08e06f63
dbo:Person;;;List the awards given to the relatives of <A>.;SELECT DISTINCT ?uri where { <A> <http://dbpedia.org/ontology/relative> ?x . ?x <http://dbpedia.org/ontology/award> ?uri };select distinct ?a where { ?a <http://dbpedia.org/ontology/relative> ?x . ?x <http://dbpedia.org/ontology/award> ?uri };89b4110b9d064a0fb8feff6aa5aa2ff2
dbo:Person;;;List the awards received of the person whose child is <A>?;SELECT DISTINCT ?uri where { ?x <http://dbpedia.org/property/children> <A> . ?x <http://dbpedia.org/ontology/award> ?uri . ?x a <http://dbpedia.org/ontology/Person> };select distinct ?a where { ?x <http://dbpedia.org/property/children> ?a . ?x <http://dbpedia.org/ontology/award> ?uri . ?x a <http://dbpedia.org/ontology/Person> };ee1bccf6ccb7409e82df8306828de0c8
dbo:Person;;;List the awards won by the wife of <A>.;SELECT DISTINCT ?uri where { <A> <http://dbpedia.org/property/spouse> ?x . ?x <http://dbpedia.org/property/awards> ?uri };select distinct ?a where { ?a <http://dbpedia.org/property/spouse> ?x . ?x <http://dbpedia.org/property/awards> ?uri };ade7e2b4ed804a43a9a124fe2f3e4efc
dbo:Person;;;List the children of the parent of <A>.;SELECT DISTINCT ?uri where { <A> <http://dbpedia.org/ontology/parent> ?x . ?x <http://dbpedia.org/property/children> ?uri };select distinct ?a where { ?a <http://dbpedia.org/ontology/parent> ?x . ?x <http://dbpedia.org/property/children> ?uri };2145991e2562420284c8984b7f845228
dbo:Person;;;List the honorary title given to the spouse of <A> ?;SELECT DISTINCT ?uri where { <A> <http://dbpedia.org/property/spouse> ?x . ?x <http://dbpedia.org/ontology/award> ?uri };select distinct ?a where { ?a <http://dbpedia.org/property/spouse> ?x . ?x <http://dbpedia.org/ontology/award> ?uri };3ab803a589804dd8b296cbe19777f8dc
dbo:Person;;;List the places where the relatives of <A> died ?;SELECT DISTINCT ?uri where { <A> <http://dbpedia.org/property/relatives> ?x . ?x <http://dbpedia.org/ontology/deathPlace> ?uri };select distinct ?a where { ?a <http://dbpedia.org/property/relatives> ?x . ?x <http://dbpedia.org/ontology/deathPlace> ?uri };6f35f83223854b9685bd0d658725f1a7
dbo:Person;;;List the relative of <A> ?;SELECT DISTINCT ?uri where { <A> <http://dbpedia.org/ontology/relative> ?uri };select distinct ?a where { ?a <http://dbpedia.org/ontology/relative> ?uri };06661ab5e6804e1c8206072e2bb02395
dbo:Person;;;List the relatives of <A> ?;SELECT DISTINCT ?uri where { ?uri <http://dbpedia.org/property/relatives> <A> };select distinct ?a where { ?uri <http://dbpedia.org/property/relatives> ?a };f9b31b5201064d76b7f841959920c37f
dbo:Person;;;List the relatives of <A> ?;SELECT DISTINCT ?uri where { <A> <http://dbpedia.org/property/relatives> ?uri };select distinct ?a where { ?a <http://dbpedia.org/property/relatives> ?uri };359b620b592a44929007db93e8aecd72
dbo:Person;;;List the relatives of the children of <A> ?;SELECT DISTINCT ?uri where { <A> <http://dbpedia.org/property/children> ?x . ?x <http://dbpedia.org/ontology/relative> ?uri };select distinct ?a where { ?a <http://dbpedia.org/property/children> ?x . ?x <http://dbpedia.org/ontology/relative> ?uri };c7dbb6a48a8840779ff9be16709df500
dbo:Person;;;List the school of <A>?;SELECT DISTINCT ?uri where { <A> <http://dbpedia.org/property/school> ?uri };select distinct ?a where { ?a <http://dbpedia.org/property/school> ?uri };05e8ba378fa84157a0c3163e2e5a29bb
dbo:Person;;;List the things for which the relatives of <A> are known?;SELECT DISTINCT ?uri where { <A> <http://dbpedia.org/ontology/relative> ?x . ?x <http://dbpedia.org/property/knownFor> ?uri };select distinct ?a where { ?a <http://dbpedia.org/ontology/relative> ?x . ?x <http://dbpedia.org/property/knownFor> ?uri };3fbefd4c3d514688b85789042b0b5376
dbo:Person;;;Name a famous relative of <A>;SELECT DISTINCT ?uri where { ?uri <http://dbpedia.org/ontology/relative> <A> };select distinct ?a where { ?uri <http://dbpedia.org/ontology/relative> ?a };418aec71a0ad4d5594d5667a98921501
dbo:Person;;;Name the <A>'s school ?;SELECT DISTINCT ?uri where { <A> <http://dbpedia.org/ontology/school> ?uri };select distinct ?a where { ?a <http://dbpedia.org/ontology/school> ?uri };7acd068884a6483199c2fd7bdd37c988
dbo:Person;;;Name the alma mater of <A> ?;SELECT DISTINCT ?uri where { <A> <http://dbpedia.org/ontology/almaMater> ?uri };select distinct ?a where { ?a <http://dbpedia.org/ontology/almaMater> ?uri };d87c7466bde24cb3a5fcc03dc0c210fe
dbo:Person;;;Name the alma mater of <A> ?;SELECT DISTINCT ?uri where { <A> <http://dbpedia.org/ontology/almaMater> ?uri };select distinct ?a where { ?a <http://dbpedia.org/ontology/almaMater> ?uri };ec64691c6956449cb904adfc2f248e5e
dbo:Person;;;Name the cause of death of <A> ?;SELECT DISTINCT ?uri where { <A> <http://dbpedia.org/ontology/deathCause> ?uri };select distinct ?a where { ?a <http://dbpedia.org/ontology/deathCause> ?uri };278a4dae43ef4c9b888aaf3f0516d0a0
dbo:Person;;;Name the college of <A> ?;SELECT DISTINCT ?uri where { <A> <http://dbpedia.org/property/college> ?uri };select distinct ?a where { ?a <http://dbpedia.org/property/college> ?uri };b698642c0c4944baad539ca67412e78a
dbo:Person;;;Name the death location of <A> ?;SELECT DISTINCT ?uri where { <A> <http://dbpedia.org/property/deathPlace> ?uri };select distinct ?a where { ?a <http://dbpedia.org/property/deathPlace> ?uri };9f44883aeb3c401c89e1465ab2006426
dbo:Person;;;Name the home town of <A> ?;SELECT DISTINCT ?uri where { <A> <http://dbpedia.org/ontology/hometown> ?uri };select distinct ?a where { ?a <http://dbpedia.org/ontology/hometown> ?uri };e45dcefc54af4edbbb07b37331ca8f14
dbo:Person;;;Name the person whose child is <A>?;SELECT DISTINCT ?uri where { ?uri <http://dbpedia.org/property/children> <A> . ?uri a <http://dbpedia.org/ontology/Person> };select distinct ?a where { ?uri <http://dbpedia.org/property/children> ?a . ?uri a <http://dbpedia.org/ontology/Person> };135b3e40d914466e87cc236585e5a2ea
dbo:Person;dbo:Person;;Name the person whose daughter is <A> and also another children named <B> ?;SELECT DISTINCT ?uri where { ?uri <http://dbpedia.org/ontology/child> <A> . ?uri <http://dbpedia.org/property/children> <B> . ?uri a <http://dbpedia.org/ontology/Person> };select distinct ?a, ?b where { ?uri <http://dbpedia.org/ontology/child> ?a . ?uri <http://dbpedia.org/property/children> ?b . ?uri a <http://dbpedia.org/ontology/Person> };84a295da828b427a813fe17472240251
dbo:Person;dbo:Person;;Name the person whose mother name is <A> and has a son named <B>?;SELECT DISTINCT ?uri where { ?uri <http://dbpedia.org/ontology/parent> <A> . ?uri <http://dbpedia.org/property/children> <B> . ?uri a <http://dbpedia.org/ontology/Person> };select distinct ?a, ?b where { ?uri <http://dbpedia.org/ontology/parent> ?a . ?uri <http://dbpedia.org/property/children> ?b . ?uri a <http://dbpedia.org/ontology/Person> };fa685bca2d1949fd9aa9c98cb2200dfe
dbo:Person;;;Name the person whose parent is <A>?;SELECT DISTINCT ?uri where { ?uri <http://dbpedia.org/ontology/parent> <A> . ?uri a <http://dbpedia.org/ontology/Person> };select distinct ?a where { ?uri <http://dbpedia.org/ontology/parent> ?a . ?uri a <http://dbpedia.org/ontology/Person> };d50f136d62424735841bbbaf2f071598
dbo:Person;;;Name the resting place of <A> ?;SELECT DISTINCT ?uri where { <A> <http://dbpedia.org/property/restingplace> ?uri };select distinct ?a where { ?a <http://dbpedia.org/property/restingplace> ?uri };20d4fbedbfba402298cd46213df4550e
dbo:Person;;;Name the university of <A> ?;SELECT DISTINCT ?uri where { <A> <http://dbpedia.org/property/university> ?uri };select distinct ?a where { ?a <http://dbpedia.org/property/university> ?uri };f0185fa38b024eb1acf082b227049b42
dbo:Person;;;Tell me the school to which <A> went?;SELECT DISTINCT ?uri where { <A> <http://dbpedia.org/property/education> ?uri };select distinct ?a where { ?a <http://dbpedia.org/property/education> ?uri };cd0e2088c4334a499439865a4b8605d1
dbo:Person;;;To which educational institutions did <A> go for her studies?;SELECT DISTINCT ?uri where { <A> <http://dbpedia.org/ontology/education> ?uri };select distinct ?a where { ?a <http://dbpedia.org/ontology/education> ?uri };8533f08f0f2e439792341591e3b8d82e
dbo:Person;;;To which persons is <A> a relative?;SELECT DISTINCT ?uri where { ?uri <http://dbpedia.org/property/relatives> <A> . ?uri a <http://dbpedia.org/ontology/Person> };select distinct ?a where { ?uri <http://dbpedia.org/property/relatives> ?a . ?uri a <http://dbpedia.org/ontology/Person> };cec0cca9c76744ca97e1a9740254d40a
dbo:Person;dbo:Person;;Was <A> the mother of <B>?;ASK where { <B> <http://dbpedia.org/property/mother> <A> };select distinct ?a, ?b where { ?b <http://dbpedia.org/property/mother> ?a };4f1a4374cc27457faacbad707a9ca72f
;dbo:Person;;Was <B> born in <A>?;ASK where { <B> <http://dbpedia.org/property/birthplace> <A> };select distinct ?a, ?b where { ?b <http://dbpedia.org/property/birthplace> ?a };55fad74c2c62469581f58e7bbe60da52
dbo:Person;;;What  is the Nickname of <A> ?;SELECT DISTINCT ?uri where { <A> <http://dbpedia.org/property/nickname> ?uri };select distinct ?a where { ?a <http://dbpedia.org/property/nickname> ?uri };a12c261c27154991801e5701a39bdc5b
dbo:Person;dbo:Person;;What are <A> and <B> both affiliated with?;SELECT DISTINCT ?uri where { <A> <http://dbpedia.org/property/affiliation> ?uri . <B> <http://dbpedia.org/property/affiliation> ?uri };select distinct ?a, ?b where { ?a <http://dbpedia.org/property/affiliation> ?uri . ?b <http://dbpedia.org/property/affiliation> ?uri };38c50543e2ca4c8ba2f11406ebb1f0c9
dbo:Person;;;What are some other children of the father of <A>?;SELECT DISTINCT ?uri where { ?x <http://dbpedia.org/ontology/child> <A> . ?x <http://dbpedia.org/property/children> ?uri };select distinct ?a where { ?x <http://dbpedia.org/ontology/child> ?a . ?x <http://dbpedia.org/property/children> ?uri };7fbcd4b51ed446329ea96a577f9cd906
dbo:Person;;;What are some relatives of the spouse of <A>?;SELECT DISTINCT ?uri where { ?x <http://dbpedia.org/ontology/spouse> <A> . ?uri <http://dbpedia.org/ontology/relative> ?x };select distinct ?a where { ?x <http://dbpedia.org/ontology/spouse> ?a . ?uri <http://dbpedia.org/ontology/relative> ?x };9e78a9d215f249178b9f58cab8cb0fd5
dbo:Person;;;What are the awards received by spouse of <A>?;SELECT DISTINCT ?uri where { ?x <http://dbpedia.org/ontology/spouse> <A> . ?x <http://dbpedia.org/property/awards> ?uri };select distinct ?a where { ?x <http://dbpedia.org/ontology/spouse> ?a . ?x <http://dbpedia.org/property/awards> ?uri };57b3533cb2b741e1a567c34b4ff71b21
dbo:Person;;;What are the notableworks of <A>?;SELECT DISTINCT ?uri where { <A> <http://dbpedia.org/property/notableworks> ?uri };select distinct ?a where { ?a <http://dbpedia.org/property/notableworks> ?uri };be9459f9eae64f38be49cf3573dc58c6
dbo:Person;;;What are the professions of <A> ?;SELECT DISTINCT ?uri where { <A> <http://dbpedia.org/property/occupation> ?uri };select distinct ?a where { ?a <http://dbpedia.org/property/occupation> ?uri };8fcd17645d854494af5b6bbf9d11cc54
dbo:Person;;;What are the things <A> known for ?;SELECT DISTINCT ?uri where { <A> <http://dbpedia.org/ontology/knownFor> ?uri };select distinct ?a where { ?a <http://dbpedia.org/ontology/knownFor> ?uri };4988ef2fd0df4d35b243ffe31755c171
dbo:Person;;;What award was won by the father of <A>?;SELECT DISTINCT ?uri where { ?x <http://dbpedia.org/property/children> <A> . ?x <http://dbpedia.org/ontology/award> ?uri };select distinct ?a where { ?x <http://dbpedia.org/property/children> ?a . ?x <http://dbpedia.org/ontology/award> ?uri };6b9c942fcd1c48aba22c20b5693b249f
dbo:Person;;;what awards have been giving to <A>?;SELECT DISTINCT ?uri where { <A> <http://dbpedia.org/ontology/award> ?uri };select distinct ?a where { ?a <http://dbpedia.org/ontology/award> ?uri };cf3c2cbbbde94259a9b3d4194d90ac28
dbo:Person;dbo:Person;;What city gave birth to <B> and also houses <A>?;SELECT DISTINCT ?uri where { <B> <http://dbpedia.org/ontology/birthPlace> ?uri . <A> <http://dbpedia.org/property/location> ?uri };select distinct ?a, ?b where { ?b <http://dbpedia.org/ontology/birthPlace> ?uri . ?a <http://dbpedia.org/property/location> ?uri };38e4c90868ed468b94cb549c579f9b57
dbo:Person;;;What did <A>'s father die from?;SELECT DISTINCT ?uri where { ?x <http://dbpedia.org/ontology/child> <A> . ?x <http://dbpedia.org/ontology/deathCause> ?uri };select distinct ?a where { ?x <http://dbpedia.org/ontology/child> ?a . ?x <http://dbpedia.org/ontology/deathCause> ?uri };5fc0f9b047174d33bd4225a3d24e5f30
dbo:Person;dbo:Person;;What do <B> and <A> do for a living?;SELECT DISTINCT ?uri where { <A> <http://dbpedia.org/ontology/occupation> ?uri . <B> <http://dbpedia.org/ontology/occupation> ?uri };select distinct ?a, ?b where { ?a <http://dbpedia.org/ontology/occupation> ?uri . ?b <http://dbpedia.org/ontology/occupation> ?uri };86a47aa322204efb92fe728b58696cf5
dbo:Person;;;What does the famous relative of <A> do for a living?;SELECT DISTINCT ?uri where { ?x <http://dbpedia.org/property/relatives> <A> . ?x <http://dbpedia.org/ontology/occupation> ?uri };select distinct ?a where { ?x <http://dbpedia.org/property/relatives> ?a . ?x <http://dbpedia.org/ontology/occupation> ?uri };b9d3a2fe75124f64855ddc9e0f97e76d
dbo:Person;;;What faiths are followed by the relatives of <A>?;SELECT DISTINCT ?uri where { <A> <http://dbpedia.org/ontology/relative> ?x . ?x <http://dbpedia.org/ontology/religion> ?uri };select distinct ?a where { ?a <http://dbpedia.org/ontology/relative> ?x . ?x <http://dbpedia.org/ontology/religion> ?uri };6ede8437feee4a37a3076b1deb866abd
dbo:Person;;;What is <A> hometown ?;SELECT DISTINCT ?uri where { <A> <http://dbpedia.org/property/hometown> ?uri };select distinct ?a where { ?a <http://dbpedia.org/property/hometown> ?uri };30599ffcad334bcc8b320111644de813
dbo:Person;;;What is <A> known for?;SELECT DISTINCT ?uri where { <A> <http://dbpedia.org/property/knownFor> ?uri };select distinct ?a where { ?a <http://dbpedia.org/property/knownFor> ?uri };3a948631dd8441caa4bea0a1acc65d97
dbo:Person;;;What is the <A> associated with?;SELECT DISTINCT ?uri where { <A> <http://dbpedia.org/property/affiliations> ?uri };select distinct ?a where { ?a <http://dbpedia.org/property/affiliations> ?uri };d8830ee89d0547a7ba604e685fe17819
dbo:Person;;;What is the affiliation of <A> ?;SELECT DISTINCT ?uri where { <A> <http://dbpedia.org/property/affiliation> ?uri };select distinct ?a where { ?a <http://dbpedia.org/property/affiliation> ?uri };53ffec1f77474312b866a1ef550836ec
dbo:Person;;;What is the alma mater of <A> ?;SELECT DISTINCT ?uri where { <A> <http://dbpedia.org/property/almaMater> ?uri };select distinct ?a where { ?a <http://dbpedia.org/property/almaMater> ?uri };05f59024c9ca4d59bc0dd7c19ebdc90c
dbo:Person;dbo:Person;;What is the alma mater of <A> and <B>?;SELECT DISTINCT ?uri where { <A> <http://dbpedia.org/ontology/college> ?uri . <B> <http://dbpedia.org/property/almaMater> ?uri };select distinct ?a, ?b where { ?a <http://dbpedia.org/ontology/college> ?uri . ?b <http://dbpedia.org/property/almaMater> ?uri };a51285af64f54bbc8cc0e2548ad0b92f
dbo:Person;;;What is the alma mater of <A>?;SELECT DISTINCT ?uri where { <A> <http://dbpedia.org/property/almaMater> ?uri };select distinct ?a where { ?a <http://dbpedia.org/property/almaMater> ?uri };7383239e8ece464a80a8d5422d4ed3bc
dbo:Person;;;What is the alma mater of the person, whose child is <A>?;SELECT DISTINCT ?uri where { ?x <http://dbpedia.org/property/children> <A> . ?x <http://dbpedia.org/property/almaMater> ?uri };select distinct ?a where { ?x <http://dbpedia.org/property/children> ?a . ?x <http://dbpedia.org/property/almaMater> ?uri };428c921bdffa437cab0215a722628dc4
dbo:Person;;;What is the birth name  of <A> ?;SELECT DISTINCT ?uri where { <A> <http://dbpedia.org/property/birthName> ?uri };select distinct ?a where { ?a <http://dbpedia.org/property/birthName> ?uri };3accaa813d154ec19e1d62b48eb60314
dbo:Person;;;What is the birth place of the children of <A> ?;SELECT DISTINCT ?uri where { <A> <http://dbpedia.org/property/children> ?x . ?x <http://dbpedia.org/ontology/birthPlace> ?uri };select distinct ?a where { ?a <http://dbpedia.org/property/children> ?x . ?x <http://dbpedia.org/ontology/birthPlace> ?uri };720882e8f33e4b9a8d62b57e24b5c363
dbo:Person;dbo:Person;;What is the birthplace of <B> and <A> ?;SELECT DISTINCT ?uri where { <B> <http://dbpedia.org/ontology/birthPlace> ?uri . <A> <http://dbpedia.org/ontology/birthPlace> ?uri };select distinct ?a, ?b where { ?b <http://dbpedia.org/ontology/birthPlace> ?uri . ?a <http://dbpedia.org/ontology/birthPlace> ?uri };b5dca27ca03b43638ef8c6dddbd21693
dbo:Person;;;What is the burial place of <A> ?;SELECT DISTINCT ?uri where { <A> <http://dbpedia.org/property/placeOfBurial> ?uri };select distinct ?a where { ?a <http://dbpedia.org/property/placeOfBurial> ?uri };88fe11d131e142dfa0952fca359787eb
dbo:Person;;;What is the career of <A> ?;SELECT DISTINCT ?uri where { <A> <http://dbpedia.org/ontology/occupation> ?uri };select distinct ?a where { ?a <http://dbpedia.org/ontology/occupation> ?uri };3bf7d79605ca4456a79601a892b1ce3a
dbo:Person;;;What is the citizenship of <A>?;SELECT DISTINCT ?uri where { <A> <http://dbpedia.org/ontology/citizenship> ?uri };select distinct ?a where { ?a <http://dbpedia.org/ontology/citizenship> ?uri };c3949eda0f05470ca1d7effadac95392
dbo:Person;dbo:Person;;What is the city of the <B> is also the resting place of <A> ?;SELECT DISTINCT ?uri where { <B> <http://dbpedia.org/ontology/authority> ?uri . <A> <http://dbpedia.org/property/restingplace> ?uri };select distinct ?a, ?b where { ?b <http://dbpedia.org/ontology/authority> ?uri . ?a <http://dbpedia.org/property/restingplace> ?uri };6d79d046defe4cb683dddbf548a4dbc1
