album,album,Album,1,,http://dbpedia.org/ontology/album,48245,what is the album of <X>,what is the album of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/album> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/album> [] . ?a a <http://dbpedia.org/ontology/Place> }
alias,alias,rdf:langString,1,,http://dbpedia.org/ontology/alias,55278,what is the alias of <X>,what is the alias of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/alias> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/alias> [] . ?a a <http://dbpedia.org/ontology/Place> }
alongside,alongside,Person,0.1,"omit ""the"" and ""of"" - 1",,,who is the alongside of <X>,who is alongside <X>,,
alternativeName,alternative name,rdf:langString,1,,http://dbpedia.org/ontology/alternativeName,31,what is the alternative name of <X>,what is the alternative name of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/alternativeName> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/alternativeName> [] . ?a a <http://dbpedia.org/ontology/Place> }
altitude,altitude,Altitude,1,,,,what is the altitude of <X>,what is the altitude of <X>,,
animal,animal,Animal,1,,http://dbpedia.org/ontology/animal,279,what is the animal of <X>,what is the animal of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/animal> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/animal> [] . ?a a <http://dbpedia.org/ontology/Place> }
annualTemperature,annual temperature,Temperature,1,,,,what is the annual temperature of <X>,what is the annual temperature of <X>,,
anthem,anthem,Work,1,,http://dbpedia.org/ontology/anthem,783,what is the anthem of <X>,what is the anthem of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/anthem> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/anthem> [] . ?a a <http://dbpedia.org/ontology/Place> }
apcPresident,apc president,Person,0.2,who instead of what - 1,,,who is the apc president of <X>,who is the apc president of <X>,,
appearance,appearance,xsd:string,0.8,"correct but - ""how does x appear"" is a better query",,,what is the appearance of <X>,how does <X> appear,,
appointer,appointer,Person,0.2,who instead of what - 1,http://dbpedia.org/ontology/appointer,1618,who is the appointer of <X>,who appointed <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/appointer> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/appointer> [] . ?a a <http://dbpedia.org/ontology/Place> }
area,area,Area,1,,http://dbpedia.org/ontology/area,70572,what is the area of <X>,what is the area of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/area> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/area> [] . ?a a <http://dbpedia.org/ontology/Place> }
areaCode,area code,xsd:string,1,,http://dbpedia.org/ontology/areaCode,129943,what is the area code of <X>,what is the area code of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/areaCode> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/areaCode> [] . ?a a <http://dbpedia.org/ontology/Place> }
areaDate,area date,xsd:date,1,,,,what is the area date of <X>,what is the area date of <X>,,
areaLand,area land,Area,0.5,jumble the label's words,http://dbpedia.org/ontology/areaLand,72766,what is the land area of <X>,what is the land area of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/areaLand> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/areaLand> [] . ?a a <http://dbpedia.org/ontology/Place> }
areaMetro,area metro,Area,0.5,jumble the label's words,http://dbpedia.org/ontology/areaMetro,779,what is the metro are of <X>,what is the metro are of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/areaMetro> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/areaMetro> [] . ?a a <http://dbpedia.org/ontology/Place> }
areaOfCatchmentQuote,area of catchment quote,xsd:string,1,,http://dbpedia.org/ontology/areaOfCatchmentQuote,1,what is the area of catchment quote of <X>,what is the area of catchment quote of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/areaOfCatchmentQuote> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/areaOfCatchmentQuote> [] . ?a a <http://dbpedia.org/ontology/Place> }
areaQuote,**area quote,xsd:string,1,,http://dbpedia.org/ontology/areaQuote,1,what is the area quote of <X>,what is the area quote of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/areaQuote> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/areaQuote> [] . ?a a <http://dbpedia.org/ontology/Place> }
areaRank,area rank,xsd:string,1,,,,what is the area rank of <X>,what is the area rank of <X>,,
areaTotal,area total,Area,0.5,,http://dbpedia.org/ontology/areaTotal,179581,what is the area total of <X>,what is the total area of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/areaTotal> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/areaTotal> [] . ?a a <http://dbpedia.org/ontology/Place> }
areaWater,area water,Area,0.4,,http://dbpedia.org/ontology/areaWater,55568,what is the area water of <X>,what is the area occupied by water in <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/areaWater> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/areaWater> [] . ?a a <http://dbpedia.org/ontology/Place> }
artificialSnowArea,artificial snow area,xsd:float,0.8,"jumbling and an extra ""of""",,,what is the artificial snow area of <X>,what is the area of artificial snow of <X>,,
asWikiText,as Wiki text,xsd:string,0.1,crop subwords,,,what is the WikiText representation of <X>,what is the WikiText representation of <X>,,
ascent,ascent,xsd:string,1,,,,what is the ascent of <X>,what is the ascent of <X>,,
associate,associate,Person,0,who,http://dbpedia.org/ontology/associate,3528,who is the associate of <X>,who is the associate of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/associate> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/associate> [] . ?a a <http://dbpedia.org/ontology/Place> }
associateStar,associateStar,Constellation,0.6,,,,what is the star associated to <X>,which star is associated with <X>,,
associatedBand,associated band,Band,1,but other queries possible: which band is associated to x,http://dbpedia.org/ontology/associatedBand,131347,what is the associated band of <X>,which band is associated with <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/associatedBand> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/associatedBand> [] . ?a a <http://dbpedia.org/ontology/Place> }
associatedMusicalArtist,associated musical artist,MusicalArtist,,same^,http://dbpedia.org/ontology/associatedMusicalArtist,131338,what is the associated musical artist of <X>,who is the musical artist associated with <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/associatedMusicalArtist> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/associatedMusicalArtist> [] . ?a a <http://dbpedia.org/ontology/Place> }
atcCode,ATC code,xsd:string,1,,,,what is the ATC code of <X>,what is the ATC code of <X>,,
atcPrefix,ATC prefix,xsd:string,1,,http://dbpedia.org/ontology/atcPrefix,4699,what is the ATC prefix of <X>,what is the ATC prefix of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/atcPrefix> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/atcPrefix> [] . ?a a <http://dbpedia.org/ontology/Place> }
atcSuffix,ATC suffix,xsd:string,1,,http://dbpedia.org/ontology/atcSuffix,2700,what is the ATC suffix of <X>,what is the ATC suffix of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/atcSuffix> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/atcSuffix> [] . ?a a <http://dbpedia.org/ontology/Place> }
authority,authority,owl:Thing,1,,http://dbpedia.org/ontology/authority,374,what is the authority of <X>,what is the authority of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/authority> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/authority> [] . ?a a <http://dbpedia.org/ontology/Place> }
authorityMandate,authority mandate,xsd:string,1,,,,what is the authority mandate of <X>,what is the authority mandate of <X>,,
autonomy,autonomy,owl:Thing,1,,,,what is the autonomy of <X>,what is the autonomy of <X>,,
average,average,xsd:double,1,,,,what is the average of <X>,what is the average of <X>,,
averageDepth,average depth,Length,1,,http://dbpedia.org/ontology/averageDepth,2500,what is the average depth of <X>,what is the average depth of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/averageDepth> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/averageDepth> [] . ?a a <http://dbpedia.org/ontology/Place> }
averageDepthQuote,**average depth quote,xsd:string,,,http://dbpedia.org/ontology/averageDepthQuote,1,what is the average depth quote of <X>,what is the average depth quote of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/averageDepthQuote> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/averageDepthQuote> [] . ?a a <http://dbpedia.org/ontology/Place> }
averageSpeed,average speed,Speed,1,,http://dbpedia.org/ontology/averageSpeed,735,what is the average speed of <X>,what is the average speed of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/averageSpeed> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/averageSpeed> [] . ?a a <http://dbpedia.org/ontology/Place> }
avifaunaPopulation,avifauna population,xsd:string,0.8,better: what is the population of avifauna of x,,,what is the avifauna population of <X>,what is the population of avifauna of <X>,,
award,award,Award,0.3,,http://dbpedia.org/ontology/award,90933,what is the award of <X>,what did <X> win,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/award> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/award> [] . ?a a <http://dbpedia.org/ontology/Place> }
awayColourHexCode,colour hex code of away jersey or its parts,xsd:string,1,,,,what is the colour hex code of away jersey or its parts of <X>,what is the colour hex code of away jersey or its parts of <X>,,
background,background,xsd:string,1,,http://dbpedia.org/ontology/background,83192,what is the background of <X>,what is the background of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/background> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/background> [] . ?a a <http://dbpedia.org/ontology/Place> }
battery,battery,Battery,1,,,,what is the battery of <X>,what is the battery of <X>,,
battle,battle,MilitaryConflict,1,,http://dbpedia.org/ontology/battle,117539,what is the battle of <X>,what is the battle of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/battle> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/battle> [] . ?a a <http://dbpedia.org/ontology/Place> }
bibsysId,BIBSYS Id,xsd:string,1,,http://dbpedia.org/ontology/bibsysId,3,what is the BIBSYS Id of <X>,what is the BIBSYS Id of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/bibsysId> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/bibsysId> [] . ?a a <http://dbpedia.org/ontology/Place> }
biggestCity,biggest city,PopulatedPlace,0.5,which instead of what,,,what is the biggest city of <X>,which is the biggest city of <X>,,
bioclimate,bioclimate,xsd:string,1,,,,what is the bioclimate of <X>,what is the bioclimate of <X>,,
biome,biome,owl:Thing,1,,http://dbpedia.org/ontology/biome,259,what is the biome of <X>,what is the biome of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/biome> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/biome> [] . ?a a <http://dbpedia.org/ontology/Place> }
bird,bird,Species,1,,,,what is the bird of <X>,what is the bird of <X>,,
blackLongDistancePisteNumber,*long distance piste number,xsd:nonNegativeInteger,1,but - subset of words also correct - eg: what is the long distance number of ..,,,what is the long distance piste number of <X>,what is the long distance piste number of <X>,,
blackSkiPisteNumber,black ski piste number,xsd:nonNegativeInteger,1,,,,what is the black ski piste number of <X>,what is the black ski piste number of <X>,,
blazon,*blazon,xsd:string,1,,,,what is the blazon of <X>,what is the blazon of <X>,,
blazonLink,*blazon link,xsd:string,0.5,better: what is the link for blazon for x,,,what is the blazon link of <X>,what is the blazon link of <X>,,
blazonRatio,*blazon ratio,xsd:double,0.5,better: what is the blazon ratio for,,,what is the blazon ratio of <X>,what is the blazon ratio of <X>,,
blueLongDistancePisteNumber,blue long distance piste number,xsd:nonNegativeInteger,,,,,what is the blue long distance piste number of <X>,what is the blue long distance piste number of <X>,,
blueSkiPisteNumber,blue ski piste number,xsd:nonNegativeInteger,,,,,what is the blue ski piste number of <X>,what is the blue ski piste number of <X>,,
bnfId,BNF Id,xsd:string,1,,http://dbpedia.org/ontology/bnfId,97,what is the BNF Id of <X>,what is the BNF Id of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/bnfId> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/bnfId> [] . ?a a <http://dbpedia.org/ontology/Place> }
book,name,xsd:string,1,,,,what is the name of <X>,what is the name of <X>,,
border,border,Area,1,,http://dbpedia.org/ontology/border,486,what is the border of <X>,what is the border of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/border> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/border> [] . ?a a <http://dbpedia.org/ontology/Place> }
bpnId,BPN Id,xsd:string,1,,http://dbpedia.org/ontology/bpnId,1,what is the BPN Id of <X>,what is the BPN Id of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/bpnId> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/bpnId> [] . ?a a <http://dbpedia.org/ontology/Place> }
budget,budget,Currency,1,,http://dbpedia.org/ontology/budget,18222,what is the budget of <X>,what is the budget of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/budget> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/budget> [] . ?a a <http://dbpedia.org/ontology/Place> }
budgetYear,budget year,xsd:string,1,,,,what is the budget year of <X>,what is the budget year of <X>,,
builder,builder,owl:Thing,0.2,who but range not Person,http://dbpedia.org/ontology/builder,39938,who is the builder of <X>,what is the builder of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/builder> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/builder> [] . ?a a <http://dbpedia.org/ontology/Place> }
buildingEndDate,building end date,xsd:string,0.8,what or when is the building end date of x,http://dbpedia.org/ontology/buildingEndDate,16636,what is the building end date of <X>,what is the building end date of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/buildingEndDate> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/buildingEndDate> [] . ?a a <http://dbpedia.org/ontology/Place> }
buildingStartDate,building start date,xsd:string,0.8,,http://dbpedia.org/ontology/buildingStartDate,11634,what is the building start date of <X>,what is the building start date of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/buildingStartDate> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/buildingStartDate> [] . ?a a <http://dbpedia.org/ontology/Place> }
cableCar,cable car,xsd:nonNegativeInteger,1,,,,what is the cable car of <X>,what is the cable car of <X>,,
calculationNeeds,its calculation needs,owl:Thing,0.2,are instead of is,,,what are the calculation needs of <X>,what are the calculation needs of <X>,,
callSign,call sign,xsd:string,1,,http://dbpedia.org/ontology/callSign,3742,what is the call sign of <X>,what is the call sign of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/callSign> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/callSign> [] . ?a a <http://dbpedia.org/ontology/Place> }
cannonNumber,cannon number,xsd:nonNegativeInteger,1,,,,what is the cannon number of <X>,what is the cannon number of <X>,,
capacity,capacity,xsd:nonNegativeInteger,1,,http://dbpedia.org/ontology/capacity,15227,what is the capacity of <X>,what is the capacity of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/capacity> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/capacity> [] . ?a a <http://dbpedia.org/ontology/Place> }
capitalCoordinates,capital coordinates,xsd:string,0.2,are instead of is,,,what are the capital coordinates of <X>,what are the coordinates of capital of <X>,,
casNumber,CAS number,xsd:string,1,,http://dbpedia.org/ontology/casNumber,5548,what is the CAS number of <X>,what is the CAS number of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/casNumber> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/casNumber> [] . ?a a <http://dbpedia.org/ontology/Place> }
casSupplemental,CAS supplemental,xsd:string,11,,http://dbpedia.org/ontology/casSupplemental,309,what is the CAS supplemental of <X>,what is the CAS supplemental of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/casSupplemental> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/casSupplemental> [] . ?a a <http://dbpedia.org/ontology/Place> }
category,category,owl:Thing,1,,http://dbpedia.org/ontology/category,781,what is the category of <X>,what is the category of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/category> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/category> [] . ?a a <http://dbpedia.org/ontology/Place> }
chain,chain,Company,1,,http://dbpedia.org/ontology/chain,143,what is the chain of <X>,what is the chain of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/chain> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/chain> [] . ?a a <http://dbpedia.org/ontology/Place> }
chairLabel,chair label,owl:Thing,0.5,,http://dbpedia.org/ontology/chairLabel,5,what is the chair label of <X>,what is the label of <X>'s chair,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/chairLabel> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/chairLabel> [] . ?a a <http://dbpedia.org/ontology/Place> }
chairman,chairman,Person,1,who instead of what - 1,http://dbpedia.org/ontology/chairman,6994,who is the chairman of <X>,who is the chairman of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/chairman> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/chairman> [] . ?a a <http://dbpedia.org/ontology/Place> }
chancellor,chancellor,Person,1,who instead of what - 1,http://dbpedia.org/ontology/chancellor,1512,who is the chancellor of <X>,who is the chancellor of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/chancellor> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/chancellor> [] . ?a a <http://dbpedia.org/ontology/Place> }
channel,channel,Broadcaster,0.9,,http://dbpedia.org/ontology/channel,15282,what is the channel of <X>,what is the channel of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/channel> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/channel> [] . ?a a <http://dbpedia.org/ontology/Place> }
chiefPlace,chief place,PopulatedPlace,0.5,which instead of what,,,which is the chief place of <X>,which is the chief place of <X>,,
city,city,City,0.8,maybe which suits better instead of whhat,http://dbpedia.org/ontology/city,112483,what is the city of <X>,what is the city of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/city> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/city> [] . ?a a <http://dbpedia.org/ontology/Place> }
cityLink,city link,xsd:string,1,,,,what is the city link of <X>,what is the city link of <X>,,
class,class,owl:Thing,1,,http://dbpedia.org/ontology/class,323249,what is the class of <X>,what is the class of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/class> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/class> [] . ?a a <http://dbpedia.org/ontology/Place> }
classification,classification,xsd:string,1,,,,what is the classification of <X>,what is the classification of <X>,,
climate,climate,owl:Thing,0.5,how instead of what,,,what is the climate of <X>,how is the climate of <X>,,
climbUpNumber,clip up number,xsd:nonNegativeInteger,1,,,,what is the clip up number of <X>,what is the clip up number of <X>,,
closeTo,is close to,Place,,,,,what is the is close to of <X>,what is the is close to of <X>,,
closingDate,closing date,xsd:date,,,http://dbpedia.org/ontology/closingDate,1887,what is the closing date of <X>,what is the closing date of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/closingDate> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/closingDate> [] . ?a a <http://dbpedia.org/ontology/Place> }
closingYear,closing year,xsd:gYear,,,http://dbpedia.org/ontology/closingYear,4084,what is the closing year of <X>,what is the closing year of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/closingYear> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/closingYear> [] . ?a a <http://dbpedia.org/ontology/Place> }
coach,coach,Person,,,http://dbpedia.org/ontology/coach,24026,what is the coach of <X>,what is the coach of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/coach> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/coach> [] . ?a a <http://dbpedia.org/ontology/Place> }
coachedTeam,coached team,SportsTeam,,,http://dbpedia.org/ontology/coachedTeam,200,what is the coached team of <X>,what is the coached team of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/coachedTeam> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/coachedTeam> [] . ?a a <http://dbpedia.org/ontology/Place> }
coastLength,length of a coast,xsd:float,,,,,what is the length of a coast of <X>,what is the length of a coast of <X>,,
coatOfArms,coat of arms image,owl:Thing,,,,,what is the coat of arms image of <X>,what is the coat of arms image of <X>,,
code,code,xsd:string,,,http://dbpedia.org/ontology/code,1564,what is the code of <X>,what is the code of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/code> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/code> [] . ?a a <http://dbpedia.org/ontology/Place> }
codeMunicipalMonument,monument code (municipal),xsd:string,,,,,what is the monument code (municipal) of <X>,what is the monument code (municipal) of <X>,,
codeNationalMonument,monument code (national),xsd:string,,,,,what is the monument code (national) of <X>,what is the monument code (national) of <X>,,
codeProvincialMonument,monument code (provinciall),xsd:string,,,,,what is the monument code (provinciall) of <X>,what is the monument code (provinciall) of <X>,,
collectionSize,country,owl:Thing,,,,,what is the country of <X>,what is the country of <X>,,
colour,colour,Colour,,,http://dbpedia.org/ontology/colour,7638,what is the colour of <X>,what is the colour of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/colour> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/colour> [] . ?a a <http://dbpedia.org/ontology/Place> }
colourHexCode,colour hex code,xsd:string,,,http://dbpedia.org/ontology/colourHexCode,1105,what is the colour hex code of <X>,what is the colour hex code of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/colourHexCode> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/colourHexCode> [] . ?a a <http://dbpedia.org/ontology/Place> }
colourName,colour name,rdf:langString,,,http://dbpedia.org/ontology/colourName,8796,what is the colour name of <X>,what is the colour name of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/colourName> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/colourName> [] . ?a a <http://dbpedia.org/ontology/Place> }
commandant,commandant,Person,1,who,,,who is the commandant of <X>,who is the commandant of <X>,,
commander,commander,Person,1,who,http://dbpedia.org/ontology/commander,48960,who is the commander of <X>,who is the commander of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/commander> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/commander> [] . ?a a <http://dbpedia.org/ontology/Place> }
comment,comment,xsd:string,,,,,what is the comment of <X>,what is the comment of <X>,,
committee,committee,xsd:string,,,http://dbpedia.org/ontology/committee,837,what is the committee of <X>,what is the committee of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/committee> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/committee> [] . ?a a <http://dbpedia.org/ontology/Place> }
commonName,common name,rdf:langString,,,http://dbpedia.org/ontology/commonName,8,what is the common name of <X>,what is the common name of <X>,SELECT ?x WHERE { <X> <http://dbpedia.org/ontology/commonName> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/commonName> [] . ?a a <http://dbpedia.org/ontology/Place> }
